Unnamed: 0,date,F1,F2,P3,W4,T5,T6,W7,P8,F9,W10,T11,T12,P13,F14,F15,T16,F17,T18,F19,Q20,Q21,F22,T23,P24,F25,F26
0,2023-01-01 00:00:00,2.613270998001098,88476.8046875,3.5809059143066406,1.8175575733184808,365.14154052734375,360.1314697265625,0.1431074738502502,0.1171888560056686,171.0937957763672,1.9958189725875848,363.6013793945313,175.09552001953125,3.758676290512085,5.82353401184082,2787.378662109375,30.01093101501465,208.36631774902344,66.58077239990234,167.7978515625,7143.85009765625,7.699552536010742,10507.5546875,234.1968536376953,0.5948644280433655,13242.359375,201.230697631836
1,2023-01-01 00:10:00,2.5518946647644043,88497.3125,3.603907346725464,1.8249413967132568,364.5674743652344,359.9076538085937,0.1428006887435913,0.1157106831669807,171.4037628173828,1.9423078298568728,363.80218505859375,174.06414794921875,3.776171922683716,5.811976909637451,2834.638427734375,29.812105178833008,206.5463714599609,66.38777160644531,168.481689453125,7596.14453125,6.959560394287109,10526.75,233.97418212890625,0.595058023929596,13214.4912109375,201.4885711669922
2,2023-01-01 00:20:00,2.660721778869629,88954.1953125,3.623920202255249,1.821569800376892,363.6616516113281,358.8819580078125,0.1430027335882187,0.1151521131396293,171.04421997070312,2.0349371433258057,363.4601745605469,174.95773315429688,3.792795896530152,5.800557613372803,2789.524658203125,28.86724090576172,204.72642517089844,66.76243591308594,167.6509552001953,7656.54736328125,6.510910987854004,11271.607421875,233.92926025390625,0.5928710699081421,13313.8466796875,201.5746917724609
3,2023-01-01 00:30:00,2.5420663356781006,88769.5859375,3.6323471069335938,1.8197840452194207,362.9301452636719,357.65789794921875,0.1417602449655532,0.1147419139742851,171.4073944091797,1.951891303062439,362.7641296386719,173.25987243652344,3.809419870376587,5.789459228515625,2797.703125,28.58889579772949,205.0508728027344,67.13710021972656,166.4208221435547,7939.47412109375,5.955528736114502,12260.0869140625,234.03379821777344,0.5956054925918579,13290.474609375,201.4602203369141
4,2023-01-01 00:40:00,2.5973165035247803,88832.5390625,3.634601354598999,1.8197160959243768,362.4676208496094,356.433837890625,0.1440455019474029,0.1139538139104843,172.647705078125,1.9755500555038448,361.6726684570313,174.42897033691406,3.80297327041626,5.778360843658447,2798.24609375,28.925443649291992,206.6083068847656,67.72286224365234,166.53199768066406,8020.01953125,5.59234619140625,13249.763671875,233.89913940429688,0.5953124761581421,13065.634765625,203.04147338867188
5,2023-01-01 00:50:00,2.5382001399993896,88482.671875,3.626777648925781,1.8110730648040767,362.22955322265625,355.7312927246094,0.1432292759418487,0.1139430031180381,174.8079071044922,1.925714969635009,360.67669677734375,174.81553649902344,3.796054124832153,5.772017955780029,2780.54736328125,28.949308395385746,208.22251892089844,68.51837921142578,169.6050567626953,7953.2001953125,5.489365100860596,13430.9306640625,233.86251831054688,0.5944928526878357,12643.146484375,206.0556030273437
6,2023-01-01 01:00:00,2.5087294578552246,88058.125,3.6153969764709473,1.793563961982727,361.4880676269531,355.1511535644531,0.1430055648088455,0.1171661093831062,176.34268188476562,1.9155693054199217,359.968994140625,174.54176330566406,3.7871408462524414,5.776346206665039,2786.462890625,29.15100479125977,210.2280120849609,69.31389617919922,170.75148010253906,7624.5146484375,5.633544921875,13477.59765625,233.96649169921875,0.5948825478553772,13399.1357421875,207.57745361328125
7,2023-01-01 01:10:00,2.5361580848693848,87892.75,3.603061437606812,1.7974469661712646,360.8551330566406,354.9552001953125,0.142042726278305,0.1161352917551994,175.70835876464844,1.9398843050003047,359.5477600097656,174.7086639404297,3.776734113693237,5.780674457550049,2771.44482421875,28.63654136657715,212.23350524902344,69.70681762695312,172.5098876953125,7737.12158203125,5.552671909332275,13405.5205078125,234.14523315429688,0.59375,13330.189453125,206.71585083007807
8,2023-01-01 01:20:00,2.6056480407714844,87924.546875,3.590725898742676,1.8225797414779663,361.2723083496094,355.7232360839844,0.1438430547714233,0.1164267882704734,176.54867553710938,1.998928189277649,358.9129333496094,175.87611389160156,3.766327142715454,5.796294212341309,2796.43408203125,30.83353805541992,214.01785278320312,70.09358978271484,172.5397186279297,7931.203125,5.44891357421875,13290.689453125,234.3388214111328,0.5939838290214539,12714.787109375,207.8609619140625
9,2023-01-01 01:30:00,2.59869122505188,87598.671875,3.57651948928833,1.847540259361267,361.9796752929688,356.49127197265625,0.1426316052675247,0.1164802387356758,176.6179656982422,1.992037415504456,359.07794189453125,174.3160858154297,3.7512598037719727,5.830732345581055,2819.52685546875,29.340681076049805,214.5655975341797,70.10317993164062,175.95156860351562,7905.56787109375,5.494708061218262,12374.1796875,234.27908325195312,0.5940822958946228,12490.1201171875,207.6644744873047
10,2023-01-01 01:40:00,2.566412925720215,87320.3359375,3.5613269805908203,1.872336268424988,362.3184814453125,357.3818054199219,0.1444059312343597,0.1181364133954048,176.49952697753906,1.9632153511047363,359.6573791503906,174.53147888183594,3.7348783016204834,5.865170478820801,2782.027099609375,29.542375564575195,215.1133575439453,69.67005920410156,176.4927520751953,7840.5791015625,5.57861328125,11357.0419921875,234.24972534179688,0.5962291955947876,12912.7607421875,208.3201141357422
